"idx","topic_title","topic_content","topic_reply_main","topic_reply_re"
115,linkedDataList 설정 질문1,"<< 개요 >>

select box1에 dataList 바인딩,

select box2에 linkedDataList 바인딩하고,

select box1의 선택값을 변경했을때,

select box2에서 선택할수 있는 값들을 변경(필터링) 해주고 싶은데,

select box2에 바인딩 되어있는 linkedDataList의 Filter Condition을 어떤식으로 작성해야 할까요?

현재 Filter Condition에

columnName == ref(selectBox1Id.value)

이런식으로 작성된 상태인데, 제대로 분류가 되지 않습니다.



<< 재현 방법 >>

( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)","안녕하세요.

linkedDataList Filter Condition 설정 관련하여 참고하실 수 있는 테스트 파일 첨부드립니다.

selectbox value 값으로 설정 시, colID == val('select3') 예시처럼 설정하시면 됩니다.
테스트 파일 참고부탁드립니다.

감사합니다.

",""
116,linkedDataList Filter 관련 문의1,"<< 개요 >>

linkedDataList로, 

DataList 데이터를 필터링하여 선택항목으로 표시하는 방법으로 그리드 셀렉트박스를 필터링하여 사용하고있는데요,

추가로 다른 컴포넌트에서도 같은 DataList를 사용하고, 필터링해야하는 상황이 있는데

linkedDataList를 추가로 만들어줘서 사용해야할까요?

기존 사용하고있는 필터 컨디션에 따로 추가하는 표현식이 있을까요?




<< 재현 방법 >>

linkedDataList 의 FilterCondition이 현재

col1 = ref('dlt_test.col1') 로 되어있고 그리드 안의 셀렉트박스에서 쓰고 있는데,

다른 컴포넌트(셀렉트박스나 오토컴플리트)에서도 같은 데이터로 

데이터를 필터링하여 선택항목으로 표시하려고 합니다.



","안녕하세요.

다른 조건으로 필터를 하신다면 linkedDataList를 추가하여 사용해야 할 것 같습니다.

감사합니다.

",""
117,linkeddataList filter condition 관련1,"<< 개요 >>

linked dataList filter condition에 if 조건을 걸고싶은데

 이 조건을 ""01"" == ref('data:dtl_01.RWRPNS_SE')   해당 row의 rowStatus 가 C일때만 조건을 걸려고하는데

if문을 어떻게 사용하는지 알고 싶습니다.

( 기능 문의의 경우 해당 기능의 사용 용도와 목적을 구체적으로 기술해 주시기 바랍니다. )



<< 재현 방법 >>

( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)



","안녕하세요 
문의주신 것처럼 현재 linkedDataList filtercondition을 통해
""01"" == ref('data:dtl_01.RWRPNS_SE')  가 해당하는 row의 rowStatus 가 C일때만 조건을 거는 부분은 지원하지 않고 있습니다. 

다른 방법으로 setColumnFilter API를 통해 linkedDataList 에 바인딩된 값을 필터링걸어서 구현하시면 될 것 같습니다. 
샘플 xml 파일 첨부드리니 확인 후 추가 문의사항 있으시면 댓글 남겨주시기 바랍니다.

감사합니다. 

",""
118,linkedDataList 동적생성문의2,"<< 개요 >>
$p.data.create() 와 같은 api 로 LinkedDataList 를 동적으로 생성 하는 방법 문의 드립니다.

( 기능 문의의 경우 해당 기능의 사용 용도와 목적을 구체적으로 기술해 주시기 바랍니다. )



<< 재현 방법 >>

( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)



","안녕하십니까!

동적 linkedDataList 생성 예제 입니다.
-----------------------------------------------------
$p.data.create( { 
                    ""id"" :""linkedDataList1"" , 
                    ""type"" : ""linkedDataList"" , 
                    ""option"" : { 
                        ""baseNode"" : ""vactor"", 
                        ""repeatNode"" : ""list"", 
                        ""valueAttribute"" : """", 
                        ""bind"" : ""subCategoryData"" }
                });
                linkedDataList1.setCondition(""filter"", ""subCategoryGubun ==  ref('data:gridViewData.col1')"");
-----------------------------------------------------
감사합니다.

","cntl+마우스 오른쪽 눌러도 계속  안나타서 문의 드렸는데 생성은 되는거였군요 감사합니다.

"
119,"부서AutoComplete, 사원AutoComplete LinkedDataList1","<< 개요 >>

( 기능 문의의 경우 해당 기능의 사용 용도와 목적을 구체적으로 기술해 주시기 바랍니다. )

ktc 차세대

부서코드를 선택했을때 (autoComplete)   사원정보는 해당 부서만 조회(autoComplete)

ldt_fctryEmpList 라는 LinkedDataList의 fileter Condition에 넣었을때 제대로 작동을 하나
deptCd ==  val( 'acb_fctryAudtDeptCd' ) 
저장후에는 해당 사원정보의 값이 autoComplete에 값이 선택이 되지 않는 현상이 발생하고 있습니다

<< 재현 방법 >>

( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)



","안녕하세요
저장후에 어떤 작업을하는지 의심되는 부분이 있는지 자세하게 알려주셔야 검토가 가능합니다 올려주신 소스만으론 파악이 어렵습니다
저장후 autocomplete itemset 의 데이터가 변경되거나 새로 설정하는지도 확인해야 합니다
혹시 저장후 재조회 또는 autocomplete 의 itemset 이 변경된다면 setNodeSet API 를 다시한번 호출해보시기 바랍니다 => acb_fctryAudtEmpNo.setNodeSet('data:ldt_fctryOneEmpList','empNm','empNo');

추가로 현재 사용중이신 자세한 웹스퀘어 엔진 정보를 알려주셔야 합니다
감사합니다

",""
120,linkedDataList의 설정 문의2,"<< 개요 >>

linkedDataList의 속성중에 Filter Condition과 Sort Condition 설정 방법을 문의 합니다.

각 속성에서 사용가능항 API나 방법이 API문서나 기술지식 DB에 거의 없다시피 합니다.

그나마 필터에 관련된 부분은 약간이나마 존재하는데 소트에 관련된건

sort 함수를 이용하는 방법만 있습니다. condition에 직접 기술해서 사용할 수 있는 방법을 알고 싶습니다.



<< 재현 방법 >>

( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)



","안녕하세요
sortCondition 에서 사용 가능한 예시를 알려드립니다

// w2:condition 속성 설정
<w2:linkedDataList id=""linkedDataList1"" bind=""dataList1"">
    <w2:condition type=""sort""><![CDATA[DESC('col1, col2')]]></w2:condition>
</w2:linkedDataList>

// 오름차순 정렬
ASC( 컬럼명 ) - 해당 컬럼을 기준으로 오름차순 정렬.     
(예) sortCondition = ASC('col1')""
    
// 내림차순 정렬    
DESC( 컬럼명 ) -     해당 컬럼을 기준으로 내림차순 정렬.
(예) sortCondition = DESC('col1, col2')

// setCondition API 정렬 예제
var sortCondition = ""ASC('col1, col2')"";
linkedDataList1.setCondition(""sort"", sortCondition);

감사합니다

","감사합니다 

"
121,linkedDataList 바인딩3,"<< 개요 >>

( 기능 문의의 경우 해당 기능의 사용 용도와 목적을 구체적으로 기술해 주시기 바랍니다. )
SelectBox 4개가 linkedDataList로 연결 되어있는데 submission을 통해 값을 들고와 데이터 바인딩을 했는데 choose Option 없으면 전부 바인딩이 되는데 choose Option이 있을 경우 바인딩이 2개만 되고 나머지는 바인딩이 안됩니다. 이유가 궁금합니다.


<< 재현 방법 >>

( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)
","안녕하세요
웹스퀘어 엔진 버전 확인과 샘플이 있으시면 첨부 부탁드립니다
감사합니다

","웹스퀘어 버전 Version: 5.0.4 
 

첨부하신 샘플로는 확인이 어렵습니다
로컬에서 테스트한 샘플을 첨부하니 테스트해보시고 답변부탁드립니다
json 파일 첨부가 안되니 data.txt 를 json 으로 변경후 테스트 바랍니다
감사합니다

"
122,linkedDataList filter 적용 안됨 6,"<< 개요 >>

( 기능 문의의 경우 해당 기능의 사용 용도와 목적을 구체적으로 기술해 주시기 바랍니다. )
그리드 1 2 3 4  selectbox 컬럼 linkedDataList 필터가 적용이 안됨


<< 재현 방법 >>

( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)



","참고하실 샘플 첨부합니다
감사합니다

","이 샘플보고 한건데요

샘플을 첨부해주셨으나 동작하는 샘플이 아니며
최소 뭐가 어떻게 안되시는지는 말씀해주셔야 도와드릴수 있을듯합니다

 

참고샘플을 보고 개발을 했으나
첫번째 셀렉트 박스 만 되고
나머지 selectbox 컬럼에  
linkedDataList 필터가 적용이 안됩니다.

up_code_id == 'RCC000000'
up_code_id == ref('data:dtl_resultList.field_id')
up_code_id == ref('data:dtl_resultList.measure_nm_id')
up_code_id  == ref('data:dtl_resultList.form_id')

해당 문의 사항은 serCondition() API를 이용하여 동적으로 필터링하는 방법으로 유선 가이드했습니다.
감사합니다.

"
123,LinkedDataList Filter Condition 설정1,"<< 개요 >>

( 기능 문의의 경우 해당 기능의 사용 용도와 목적을 구체적으로 기술해 주시기 바랍니다. )

####acStoreList####
<w2:dataList baseNode=""list"" repeatNode=""map"" id=""acStoreList"" saveRemovedData=""true"">
                    <w2:columnInfo>
                        <w2:column id=""chk"" name=""전체선택"" dataType=""text"" ignoreStatus=""true""></w2:column>
                        <w2:column id=""itemNm"" name=""물품명"" dataType=""text""></w2:column>
                        <w2:column id=""spec"" name=""규격명"" dataType=""text""></w2:column>
                        <w2:column id=""mngtResprNm"" name=""관리담당자"" dataType=""text""></w2:column>
                        <w2:column id=""btnUserView"" name=""조회"" dataType=""text""></w2:column>
                        <w2:column id=""itemLrgClsfCd"" name=""대분류"" dataType=""text""></w2:column>
                        <w2:column id=""itemClsfCd"" name=""중분류"" dataType=""text""></w2:column>
                        <w2:column id=""setupBldCd"" name=""설치건물"" dataType=""text""></w2:column>
                        <w2:column id=""setupFloorCd"" name=""설치층"" dataType=""text""></w2:column>
                        <w2:column id=""setupRoomCd"" name=""설치호실"" dataType=""text""></w2:column>
                        <w2:column id=""makeCountryCd"" name=""제작국가"" dataType=""text""></w2:column>
                        <w2:column id=""makeCoNm"" name=""제작회사"" dataType=""text""></w2:column>
                        <w2:column id=""infoAsstYn"" name=""정보자산"" dataType=""text""></w2:column>
                        <w2:column id=""productSeqNo"" name=""Serial"" dataType=""text""></w2:column>
                        <w2:column id=""mngtRespr"" name=""관리담당자"" dataType=""text""></w2:column>
                    </w2:columnInfo>
                </w2:dataList>
####dgRoom####
<w2:dataList baseNode=""list"" repeatNode=""map"" id=""dgRoom"" saveRemovedData=""true"">
                    <w2:columnInfo>
                        <w2:column id=""upCd"" name=""상위코드"" dataType=""text""></w2:column>
                        <w2:column id=""cd"" name=""대표관리코드"" dataType=""text""></w2:column>
                        <w2:column id=""cdNm"" name=""호실"" dataType=""text""></w2:column>
                    </w2:columnInfo>
                </w2:dataList>
####LinkdedDataList####
<w2:linkedDataList bind=""dgRoom"" id=""linkDgRoom"">  
      <w2:condition type=""filter""><![CDATA[upCd == (ref('data:acMstList.setupBldCd') + ref('data:acMstList.setupBldCd'))]]></w2:condition>  
      <w2:condition type=""sort""><![CDATA[]]></w2:condition>  
</w2:linkedDataList>  
첨부사진처럼 건물>층>호실로 linkedDataList를 이용해서 grid 속 select타입의 컬럼을 설정해주고 싶은데
빨간색 부분이 작동하지 않는걸 보니 올바른 사용법이 아닌거같습니다.
함수를 이용해서 저 filter condition의 true, false를 주고싶은데 어떻게 하면 되나요?
LinkedDataList의 setColumeFilter 를 이용하는건가요?? 해봣었는데 잘 구현못한건지...



<< 재현 방법 >>

( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)



","하기의 linkeddatalist 활용예와 같이 ref('data:acMstList.setupBldCd') + ref('data:acMstList.setupBldCd')) 와 같이 결합 형태는 지원되지 않습니다.
결함용 임의의 컬럼을 추가하신후 해당 컬럼에 결합 키 값이 들어가도록 구성하고 해당 컬럼에 대하여 조건식을 걸어 주시는것도 검토 부탁드립니다.

https://inswave.com/confluence/pages/viewpage.action?pageId=9669615",""
124,linkedDataList 출력 에러 4,"<< 개요 >>

( 기능 문의의 경우 해당 기능의 사용 용도와 목적을 구체적으로 기술해 주시기 바랍니다. )
cell별로 readOnly 를 적용해야하는데 문제는 그 cell의 inputType이 select이고, nodeset은 linkedDataList입니다
해당 그리드의 cell값은 조회 시(dataload) linkedDataList를 이용해 제대로 값을 가져옵니다(label값을 잘 나타냄)
하지만 setCellReadOnly를 적용해버리면(true,false무관) 해당 select의 출력형태가 label에서 Value값으로 바뀌어버립니다.


<< 재현 방법 >>

( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)
1. 
dataList 2개 존재
dataListA와 dataListB로 칭하겠습니다
dataListA 에 연결된 grid의 columnA가 select형식으로 위치
dataListB와 bind된 LinkedDataList가 grid의 ColumnB에 select형식으로 위치
LinkedDataList는 columnA의 value값에따라 필터링됨

2.
정상적으로 dataListA, dataListB를 호출하여 select에 정상적으로 들어감(nodeset으로)

3.
grid에 bind된 mainDataList가 호출됨에 따라 columnA와 columnB의 값이 정상적으로 Label형태로 출력됨

4.
조건에 따라 columnB에 속한 cell이 grid.setCellReadOnly(boolean) 로 인해 변경됨

5.
정상적으로 Label형태로 출력되던 columnB가 Value형태로 출력되어버림

6. 스크롤을하거나 해당셀을 클릭하여 selectBox가 dropDown 되면 다시 정상적으로 value값을 출력해버림
","해당버전에서 customFormatter와  setCellReaonly(분홍색 적용)를 적용 예입니다.
테스트 파일 첨부하여 드리오니 확인 부탁드립니다,

해당 현상이 발생하시는 소스가 없어서 정확한 판단이 불가하지만, 해당 소스에서 '조건에 따라 columnB에 속한 cell이 grid.setCellReadOnly(boolean) 로 인해 변경됨' 관련하여 customFormatter를 활용하신 경우 return 을 data로 하신건 아닌지 확인이 필요해보입니다.

","customFormatter는 사용하지않았습니다. 해당부분의 소스를 첨부하겠습니다. 다시한번 회신주시면 감사하겠습니다.

  
        /*
        colInfo 부분이 dataLoad 한후에 return값(boolean)에 따라 setCellReadOnly 해주는 부분입니다. 
        해당소스 참고하실때 dataList 선언부랑 그리드에서 관, 항, 목 column들 속성쪽을 참고하시면 될거같습니다. 
        혹시 더필요하시면 전화주세요
        */

조건에 따라 columnB에 속한 cell이 grid.setCellReadOnly(boolean) 로 인해 변경됨 --> 해당부분에 대한 구현은 하기의 자체 구현 udc에서 작동되는 걸로 보입니다. 위 댓글에서 첨부드린 샘플에서와 같이 setCellReadOnly 를 주어도 원 그리드뷰에서는 해당 현상이 발생하지않고 있습니다.
<w2:udc_gridTop id=""gridMstListTop"" gridId=""gridMstList"" gridType=""ALL"" title=""계정과목목록""></w2:udc_gridTop>  

해당 udc에서의 작동 방식에 대하여 검토를 위해서 해당 udc 파일 첨부해주시면, 해당 기술지원담당자에게 전달드려 검토 진행드리도록 하겠습니다.
첨부 샘플과 같이 원 그리드에 customformatter 를 활용하시는것도 검토부탁드립니다.
 

customformatter 조언감사드립니다. 허나 똑같이 수정은 안되었고, 원인은 다른데에 있었습니다....
여러번의 삽질한 끝에 수정완료하였고 원인은
udc 에서 grid.setReadOnly(""cell"", rowIdx, colId, boolean);
으로 readOnly를 설정하였는데 (setCellReadOnly도 동일함)
rowIdx자리에 ""0"" 와같이 숫자가아닌 String 형식으로 들어갔었을때 저런 문제가 발생하더군요
api 설명을 보니 setReadOnly의 두번째 인자가 Number만 가능하니 안되는게 맞는것 같으나
해당 문서를 비롯한 다른문서들의 linkedDataList컬럼이 readOnly가 적용이됩니다...
작동이 되더라도 warning 메세지를 뿌린다던지 해준다면 더 좋지 않았을까 생각해봅니다!

빠르고 정성담긴 답변 감사드립니다.

"
125,"LinkedDataList 를 SelectBox에 NodeSet에 넣어 사용할때, &&와||가 동시에 컨디션에 넣을시. 오류","<< 개요 >>

( 기능 문의의 경우 해당 기능의 사용 용도와 목적을 구체적으로 기술해 주시기 바랍니다. )
LinkedDataList 기능을 사용하여 SelectBox 의 NodeSet 을 바인딩 후 사용중입니다.

LinkedDataList 컨디션의 필터는 
((조건a)&&((조건b)||(조건c))) 로 걸었습니다.

selectBox 의 ref는 DataMap을 걸었습니다.

조건 a, b , c. 전부 데이터 컬랙션에는 문제없이 들어갔으나
조건 a, b까진 동작에 문제가 없습니다 그러나
조건c로인해 추가된 item을 화면에서 선택 시 강제로 제일 처음으로 돌아가는 버그가 있습니다.

체인지 이벤트 등은 전혀 걸린게 없으며 확인을 위해 위 SelectBox의 onviewChange 이벤트로 info를 console에 넣어 확인해보니, newSelectedIndex 가 0 으로 나옵니다. (3을클릭했으나 0으로 강제로 이동되며 index 0이됨)


<< 재현 방법 >>

개요 참고


","해당 버전에서 테스트 한 결과 linkeddatalist 필터 조건이 영향을 미치는것 같지는 않습니다.
전달해주신 개요만으로는 해당 현상이 발생하지 않습니다.

추가로 selectBox 의 ref를 제거후 동일 현상이신지 확인 부탁드립니다.

",""
126,LinkedDataList 관련 문의 (바인딩된 데이터리스트 교체방법)1,"<< 개요 >>

( 기능 문의의 경우 해당 기능의 사용 용도와 목적을 구체적으로 기술해 주시기 바랍니다. )
제목 그대로입니다.
LinkedDataList 관련 문의 (바인딩된 데이터리스트 교체방법)드립니다.

구현하고자 하는것은 처음엔 dlt_list 라는 데이터리스트를 Bind하지만
특정 시점엔 dlt_list2를 Bind하고 싶습니다.
bind 변경 방법 좀 알려주세요.
setOption(""bind"", ""dlt_list2"");
으로는 실질적으로는 적용이 안되더라구요.


<< 재현 방법 >>

( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)
","linkedDataList의 bind 대상 dataList 를 변경하는것은 제공되지 않습니다.
다만 $w.data.create/remove로 제거/생성하는 것은 가능합니다.

생성예)
if(WebSquare.util.getComponentById(""linkedDataList1"")!=undefined){
          $w.data.remove(""linkedDataList1"");
         }
         var condition = ""col1>=2"";
$w.data.create( { ""id"" :""linkedDataList1"" , 
                    ""type"" : ""linkedDataList"" , 
                    ""option"" : { ""baseNode"" : ""vactor"", 
                                  ""repeatNode"" : ""list"", ""valueAttribute"" : """",
                                  ""bind"" : ""dlt_list2"", 
                                  ""filterCondition"" : condition 
                                }
                      } );

",""
127,linkedDataList 관련1,"<< 개요 >>

( 기능 문의의 경우 해당 기능의 사용 용도와 목적을 구체적으로 기술해 주시기 바랍니다. )

linkedDataList 에  group by 와 같은 옵션 있는지 궁금합니다.
있다면 문법이 어떻게 되는지 부탁드립니다.



<< 재현 방법 >>

( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)



","LinkedDataList 는 필터와 소트기능을 제공합니다.
자세한 사항은 docs.inswave.com 에서 사용자가이드 중 하기 파트 참고 부탁드립니다
파트 IV. 고급 기능>1.DataCollection>1.2모델>1.2.3LinkedDataList 

",""
128,linkedDataList 에 대한 api 정보를 알고싶습니다.2,웹스퀘어 api 에서 찾아볼려고했는대 찾을수가 없어서요. 혹시 링크라던지 pdf파일이라던지 있다면 알려주세요.,"메일로 전달드렸습니다.

",""
129,linkedDataList의 setJSON() 오류3,"<< 개요 >>

<< 재현 방법 >>
var dataList = WebSquare.util.getComponentById(""LinkedDataList아이디"");
dataList.setJSON(); or dataList.push();
 << 실행 결과 >>
dataList.setJSON, dataList.push is not a function
 << 기대 결과 >>
데이터리스트의 값이 채워지길 바람
 ","linkedDataList는 dataList를 바인딩하여 사용하기 때문에 데이터의 추가입력이 되질 않습니다. dataList에 Data를 추가하신 다음에 바인딩하셔서 사용하시면 해결 될 것 같습니다

",""
130,accordion1,"<< 개요 >>

( 기능 문의의 경우 해당 기능의 사용 용도와 목적을 구체적으로 기술해 주시기 바랍니다. )
accordion 아래 버젼에서는 사용 안되나요? 샘플이 작동이 안되어서요.
version : 5.0_5.4549B.20211210.133354_1.8

<< 재현 방법 >>

( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)



","안녕하세요
동일한 소스를 다른 스튜디오 버전과 해당 버전에서 테스트한 결과 해당 버전에서 발생하는 현상이었으며 최신 버전의 스튜디오 메일로 전달드리도록 하겠습니다. 

감사합니다. 
 

",""
131,accordion 컨트롤 사용 관련 문의3,"<< 개요 >>
  accordion 컨트롤 내에서 키보드 enter 키 입력 시 현재 활성화 된 accordion 내 panel 이 닫히는 현상이 있습니다.
  enter 키 입력 시 현재 활성화된 accordion 내 panel이 닫히지 않도록 하는 방법 문의 드립니다.

<< 재현 방법 >>
  현재 사용하고 있는 코드는 아래와 같은 방식입니다.
                    <w2:accordion id=""accordion1"" class=""wrap"" collapsible=""true"">
                        <w2:panels id=""panel1"" class="""">
                            <w2:panelTitle label=""test""/>
                            <w2:panelContent>
                               <w2:wframe id=""wfTest"" src=""....xml""/>
                            </w2:panelContent>
                        </w2:panels>
                    </w2:accordion>




","안녕하세요
accordion 속성 중 collapsible=""false"" 로 사용하시면
enter키 패널이 닫히는 현상과 같은 부분을 제어하실수 있습니다.

collapsible
패널의 타이틀을 클릭할 경우, 패널이 닫힐 수 있도록 설정. [default: ""false""]

감사합니다.
 

","네 현재는 collapsible=""true"" 인 상태에서
엔터키 입력시 패널이 닫히지 않게 하는 방법은 불가능할것같습니다.

감사합니다.

 

"
132,아코디언 accordion 구현 예제 샘플 파일 부탁드립니다.2,"<< 개요 >>

( 기능 문의의 경우 해당 기능의 사용 용도와 목적을 구체적으로 기술해 주시기 바랍니다. )

아코디언 accordion 구현 예제 샘플 파일 첨부 부탁드립니다.
그리고 공통(포털화면, 업무화면)으로 적용할 수 있는 javascript 파일 경로(2개이상의 js 파일 적용예정) 적용 가능한 파일 첨부도 같이 부탁드립니다.

그리고 가능하시면 다음주에 tooltip 클래스 스타일 적용이 가능한지도 문의드립니다.


<< 재현 방법 >>

( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)



","안녕하세요.

아코디언 샘플 파일 전달드립니다.

공통에서 js 파일 적용 방법으로는 config.xml 에서 적용 가능합니다.
아래 내용 참고하여 테스트 부탁드립니다.

ex)
<engine>
   <module src=""/websquare/test.js"" />
</engine>

감사합니다.

안녕하세요.

tooltip 관련 내용 답변드립니다.
tooltipFormatter 속성에 사용자 함수 적용하여 테스트한 파일입니다.
참고하여 확인 부탁드립니다.

stylesheet_ext.css 파일에 아래 내용 추가
/* tooltip test */
.w2balloonTip_col_centercenter.test{
    padding: 3px;
    background: #ff0000;
    color: #fff;
    text-align: left
}

감사합니다.

",""
133,accordion 동적생성이 가능한가요?2,"<< 개요 >>

accordion 동적생성이 가능한지 알고 싶습니다.



<< 재현 방법 >>

패널부분과 트리거부분으로 분리해서

generator 로 생성해보았는데 안돼서

var innerHtmlStr = """";

innerHtmlStr  += ""<w2:accordion xmls=http://www.w3.org/1999/xhtml' xmlns:ev=......"";

if(str == a){
  // panels
}else{
  // anchor
}

$p.dynamicCreate(""accordion"", ""accordion"", innerHtmlStr, accordionGroup);

이렇게 생성해봤는데 'nodeName'과  'appendTo' 속성을 읽을 수 없다고 뜨는데요

accordion 동적생성이 가능한가요? 가능하면 샘플 좀 볼수 있을까요?



","안녕하세요
accordion 컴포넌트 샘플 첨부합니다
감사합니다

","잘 적용되네요 감사합니다.

"
134,trigger 말고 anchor 사용 시 onclick 이벤트 문의1,"<< 개요 >>

anchor를 사용할 경우 trigger처럼 e 값을 받아오지 못 합니다.
this를 받아와도 참조할 값이 없는데요
trigger를 사용 시 e.target.id를 받아오는데 anchor를 사용할 경우 id를 받아올 방법이 있는지 궁금합니다.



<< 재현 방법 >>

<xf:trigger type=""anchor"">는 사용하지 않을 생각입니다. 해당 방법으로 사용할 경우 css 추가 작업이 필요한 사항이라 되도록이면 <w2:anchor> 태그를 이용하려고 합니다. <w2:anchor ev:onclick=""scwin.test""> 기준으로 알려주세요.

scwin.test = function (e) {
console.log(e);
}

anchor 태그일 경우 undefined 출력 trigger 태그는 e값이 정상적으로 출력



","안녕하세요

var id = this.getID(); 로 테스트 해보시면 anchhor ID 값을 가져오는 것을 확인하실수 있습니다.

감사합니다.

",""
135,anchor로 구현한 버튼의 label값을 조건에 따라 수정하고 싶습니다.1,"<< 개요 >>

( 기능 문의의 경우 해당 기능의 사용 용도와 목적을 구체적으로 기술해 주시기 바랍니다. )
Anchor로 구현한 버튼의 label을 조건 값에 따라 수정하고 싶은데 setLabel, setText 이 지원되지 않는거 같은데
다른 방법이 있는지 궁금합니다.



<< 재현 방법 >>

( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)

<w2:anchor class=""btn btmbtn type2"" id=""btnRcmdJoinPlan"" outerDiv=""true"" style=""""
                      ev:onclick=""scwin.btnRcmdJoinPlan_onclick"">
                      <xf:label><![CDATA[플랜설계]]></xf:label>
                  </w2:anchor>


----> <xf:label><![CDATA[플랜설계]]></xf:label> 플랜설계를 조건값에 따라 다른 text로 수정하고 싶습니다.


","안녕하세요.

setValue( value )
인자로 받은 값을 컴포넌트에 설정.
Parameter
name    type    required    description
value    String    Y    설정할 값
Sample
// (예제)
// 기본 Anchor의 경우, 밑줄(underline)이 있는 텍스트를 생성.
anchor1.setValue(""WebSquare"");

위 속성 사용하셔서 anchor 에 나오는 text 를 조건을 걸어 변경 가능합니다.
샘플 파일 전달드리겠습니다. 

감사합니다.

",""
136,anchor 컴퍼넌트시 클릭 드래그가 됩니다. 5,"<< 개요 >>

anchor 컴퍼넌트를 드래그 이동막기



<< 재현 방법 >>

(anchor 컴퍼넌트를 클릭 드래그 하여 
인풋박스 이동하면 javascript:void(null); 식으로 생깁니다,
anchor 드래그 이동을 막는 방법인 무엇입니까?





","anchor컴포넌트 드래그 비활성화는 css를 이용하여 제어하시면 됩니다.

.test {
    -moz-user-select: none;
    -webkit-user-select: none;
    -ms-user-select: none;
     user-select: none;
     -webkit-user-drag: none;
     user-drag: none;
     -webkit-touch-callout: none;
  }
    

","<div>태그에 감싸서 ondragstart=""return false;"" 사용하시면 될 것 같습니다.
<div ondragstart=""return false;""></div>

안녕하세요
ondragstart 는 HTML5 속성입니다 최소 IE9 이상에서 동작합니다
https://www.w3schools.com/jsref/event_ondragstart.asp

속성 추가는 웹스퀘어5 스튜디오의 디자인뷰에서
group컴포넌트 선택 - 마우스 우클릭 - 태그 속성 편집 을 선택하여 ondragstart 를 설정합니다

        <xf:group id="""">
            <w2:attributes>
                <w2:ondragstart>return false;</w2:ondragstart>
            </w2:attributes>
            <w2:anchor outerDiv=""false"" style=""width: 100px;height: 23px;"" id="""" href=""javascript:void(null)"">
                <xf:label><![CDATA[Insert Text]]></xf:label>
            </w2:anchor>
        </xf:group>

감사합니다
 

네 감사합니다..

"
137,anchor관련1,"<< 개요 >>

anchor의 경우 a태그로 렌더링 되는데
href =#
target 은 비워두고
onclick이벤트에 팝업을 wframepopup 호출하면
팝업은 정상적으로  호출됩니다. 여기까지는 정상입니다.


여기서 부터 의문인데 anchor의 상단으로 이동하는 특성때문에
팝업을 호출 한 부모 화면이 하단에서 상단으로 스클롤이 이동됩니다.
이에 jsp에서는 href='#' onclick = ' openPopup() ; return false;');
를 추가 하여 onlick의  return false 로 인해 처리가 가능했는데.
웹스퀘어에서는 anchor의 스크롤 상단으로 이동걸 막으려면 어떻게 해야 하나요?



<< 재현 방법 >>

( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)



","안녕하세요
구글링해보니 html 요소 아이디를 설정하지 않고 href=""#"" 과 같이 설정시에는 화면의 top 을 의미하여
화면의 top 으로 이동합니다 
href 속성값을 빈 값으로 설정하시면 이동하지 않습니다
ex)
<w2:anchor outerDiv=""false"" style=""width:324px;height:155px;"" id="""" href="""">
    <xf:label><![CDATA[Insert Text]]></xf:label>
</w2:anchor>

감사합니다

",""
